['/p/BvwlOE8D9Wz/'],"4,681",63,-1,0
['/p/BwOk4xVh8hh/'],50.6k,152,-1,0
['/p/BwMqAgjgJRE/'],"9,608",44,-1,0
['/p/BwJ0RJjjkVd/'],53.5k,243,-1,0
['/p/BwOj8knHiB1/'],"3,388",23,-1,0
['/p/BwOqMGEFyms/'],13.6k,103,-1,0
['/p/BwM7XnuBF7l/'],89.5k,433,-1,0
['/p/BwMGv5mF43i/'],"3,533",5,-1,0
['/p/BwPRx6FHOik/'],35.4k,270,-1,0
['/p/BwPfV9AB_rZ/'],490,6,-1,0
['/p/BwKlhh9hrrL/'],"1,173",38,-1,0
['/p/BwMr7ldFWD_/'],"2,233",18,-1,0
['/p/BwLu3EGF8QZ/'],"6,692",127,-1,0
['/p/Bv-oLNsAI7S/'],"1,187",15,-1,0
['/p/BwMNaD0jXX7/'],14.9k,47,-1,0
['/p/BwKV4n4l0_I/'],"1,700",22,-1,0
['/p/BwM99q5no2Z/'],85.1k,877,-1,0
['/p/BwFFq2ylN4g/'],689,2,-1,0
['/p/BwHSjuOFgKN/'],541,1,-1,0
['/p/BwMh4EwFeQB/'],199k,"8,908",-1,0
['/p/BwH2ABYnxrc/'],"3,131",137,-1,0
['/p/BwPBzqqHaPV/'],"1,097",3,-1,0
['/p/BwNRQmYgV3T/'],22.2k,29,-1,0
['/p/BwPLw0jF_Ll/'],"1,041",20,-1,0
['/p/BwM0W4BFQ4Q/'],486,1,-1,0
['/p/BwM6A4Xgucx/'],"7,978",74,-1,0
['/p/BwJWUyzAH7q/'],"8,709",45,-1,0
['/p/BwHPB4Mlsje/'],67.9k,415,-1,0
['/p/BwO5MizFR15/'],"1,850",12,-1,0
['/p/Bv2wljyBK0N/'],"3,857",44,-1,0
['/p/BwLgYljFKvP/'],42.2k,434,-1,0
['/p/BwLWwBsnRlj/'],261k,540,-1,0
['/p/BwNN5d8nbi5/'],"4,475",133,-1,0
['/p/BwNOC05BGOd/'],"9,213",59,-1,0
['/p/Bv9gFPcF6tE/'],"3,779",40,-1,0
['/p/BwJ8bjVDqdd/'],96.5k,"1,331",-1,0
['/p/BwHlWione3a/'],"1,819",5,-1,0
['/p/BwOedXeFJtl/'],"1,512",27,-1,0
['/p/BwMtcnLF-3C/'],33k,395,-1,0
['/p/BwL8LWIhGVc/'],14.4k,131,-1,0
['/p/BwC5KrdFask/'],10.1k,133,-1,0
['/p/BwKU7EBgSyZ/'],24.3k,118,-1,0
['/p/BwMTjuGhAbI/'],57.3k,387,-1,0
['/p/BwOgVEfns44/'],"1,484",6,-1,0
['/p/BwPTMb1hWFk/'],"1,506",33,-1,0
['/p/BwLe3cQgdKA/'],"1,013",7,-1,0
['/p/BwPcOa_lhtN/'],116k,494,-1,0
['/p/BwPIgkxAQT6/'],"4,432",18,-1,0
['/p/BwJbLhNBLI4/'],98.9k,"1,266",-1,0
['/p/BwFoxg4FBkZ/'],555,15,-1,1
['/p/BwHwDWchnLb/'],19.2k,121,-1,1
['/p/BwM-aCjpfaO/'],"5,500",36,-1,0
['/p/BwNGtyqAqf8/'],35k,192,-1,0
['/p/BwO88liAors/'],"3,328",8,-1,0
['/p/BwM6XTipyT0/'],"1,559",19,-1,0
['/p/BwJxNA2n-tj/'],153,0,-1,0
['/p/Bv4TNAMhQzT/'],"5,581",50,-1,0
['/p/BwHzijZnP8Z/'],40.7k,287,-1,0
['/p/BvXKwZkBXNr/'],"1,274",16,-1,0
['/p/Bv7dWvbFrtM/'],223,0,-1,0
['/p/BwKYEaqB69r/'],124k,368,-1,0
['/p/BwFxQgSDQsB/'],236,4,-1,0
['/p/BwOowgBhY3F/'],54k,193,-1,0
['/p/BwMTevDlyQr/'],262,6,-1,1
['/p/BwFVmLlgHS1/'],871,13,-1,0
['/p/BwJyeCPlo6Y/'],"6,433",31,-1,0
['/p/BwCjGCrJQjG/'],28.2k,50,-1,0
['/p/BwLfEfgIJCf/'],"7,398",49,-1,0
['/p/BwOaP7eAwEx/'],94.5k,"1,051",-1,0
['/p/BwOWrvSl5dp/'],904,3,-1,0
['/p/BwG7wfABk1w/'],91.6k,"2,769",-1,0
['/p/BwH2fJyl5pd/'],"4,142",81,-1,0
['/p/BwItji1DBWb/'],24.2k,246,-1,0
['/p/BwIAaclFT9X/'],416,2,-1,0
['/p/Bst6UD7leV4/'],"4,415",160,-1,0
['/p/BwFPhI1l84i/'],"1,438",41,-1,0
['/p/BwPFh7WAAo8/'],139,0,-1,0
['/p/BwEP5XWBdTx/'],25.4k,369,-1,0
['/p/BwOdO3_ByFD/'],"1,090",33,-1,0
['/p/Bv9sebllVpO/'],"2,600",59,-1,0
['/p/BwIpyjuHSgn/'],112k,833,-1,0
['/p/BwKT0RGB9cx/'],40.9k,250,-1,0
['/p/BwNuT7knK1T/'],5.4m,22.9k,-1,0
['/p/BwHbQT4F467/'],"7,503",301,-1,1
['/p/BwGwnbwBS0B/'],254k,"1,014",-1,1
['/p/BwOoYn_hrt2/'],"8,025",11,-1,0
['/p/BwOlaBjAn0Z/'],535,32,-1,0
['/p/BwMo4fBhvC-/'],"5,913",76,-1,0
['/p/BwJ7AACpwjY/'],16k,200,-1,0
['/p/BwPcgyYBmqn/'],264,2,-1,0
['/p/BvstYWKAlFx/'],103k,"4,532",-1,0
['/p/BwIMJ1Kld7P/'],10.8k,66,-1,0
['/p/BwJcPI6HNd0/'],"1,580",7,-1,0
['/p/BwE-ixJlCvS/'],65.1k,803,-1,0
['/p/BwFy-sMllC_/'],19.7k,76,-1,0
['/p/BwII_F4BSbT/'],16.7k,47,-1,0
['/p/BwCX8fwntSc/'],573,4,-1,1
['/p/BwCdWNtFvFK/'],"7,343",188,-1,0
['/p/BwIGV3oH16J/'],"4,515",55,-1,0
['/p/BwKGfs2lDGz/'],"3,661",13,-1,0
['/p/BwOWGhTlL5X/'],"1,674",0,-1,0
['/p/BwJDVnnln84/'],457k,"5,827",-1,0
['/p/BwPVVS3hFIe/'],390,3,-1,0
['/p/BwFMdZ4hH8o/'],303,22,-1,0
['/p/BwLqTGgHWEs/'],12.2k,67,-1,0
['/p/BwOks3plnNU/'],"1,530",107,-1,0
['/p/BwOdUIClEYK/'],48.1k,232,-1,0
['/p/BwFUFmxgS6Z/'],56.1k,222,-1,0
['/p/BwLk6r-BwOA/'],"1,601",12,-1,0
['/p/BwOm3jHl42-/'],"3,379",13,-1,0
['/p/BwFI5jcAlVg/'],316,3,-1,0
['/p/Bv_xLTslh-7/'],13.7k,63,-1,0
['/p/BsTS2IIgryD/'],"4,168",83,-1,0
['/p/BwHFaRiH6Yy/'],171,1,-1,0
['/p/BwOwosSgKFT/'],18.2k,249,-1,0
['/p/BwL0Z9wlAtY/'],"1,793",79,-1,0
['/p/BwIT3Jsld_Z/'],1.2m,"6,362",-1,0
['/p/BwMhltxp_Ib/'],29.3k,229,-1,0
['/p/BwOBswvlxxE/'],353,2,-1,0
['/p/BwOiddVjhgp/'],20.2k,182,-1,0
['/p/BwNU140HOr7/'],37k,198,-1,0
['/p/BwNDOQWjBQR/'],11.3k,321,-1,0
['/p/BwORNOVgLBP/'],"8,150",20,-1,0
['/p/BwFIgTDFabC/'],30.9k,229,-1,0
['/p/BwPFGILgj8u/'],81,3,-1,0
['/p/BwPhcHHjPKn/'],"1,968",5,-1,0
['/p/BwHF0vPhQIR/'],"1,812",21,-1,1
['/p/BwHscxMgHkk/'],38.9k,153,-1,0
['/p/BwOpfosjdPn/'],"9,705",32,-1,0
['/p/BuOH8ltlafv/'],"3,791",98,-1,0
['/p/BwPjafsBJyY/'],270,1,-1,0
['/p/BwOUYoOAOLd/'],23.4k,161,-1,0
['/p/BwPe4uTgoI4/'],127,0,-1,0
['/p/BwLZ1KXgNz4/'],90.6k,"2,218",-1,0
['/p/BwFT2xbhY5d/'],"4,132",76,-1,1
['/p/BwPLOmJB8NU/'],32.6k,173,-1,0
['/p/BwO4F84lwqm/'],"9,091",45,-1,0
['/p/BwO0NZNAAI_/'],177,1,-1,0
['/p/BwMgpqdlPMr/'],698,14,-1,0
['/p/BwOQBCNpnIH/'],"7,025",135,-1,0
['/p/BwCnfyJFNk3/'],174k,"1,257",-1,0
['/p/BwGRv9lhdnl/'],823,76,-1,0
['/p/Bv-FIoFBLmi/'],299,6,-1,1
['/p/BwMlvq5gQlV/'],22.8k,171,-1,0
['/p/BwLGgAfAfH2/'],32.5k,283,-1,0
['/p/BwHFPSolLLY/'],20.1k,315,-1,1
['/p/BwOMP2_AVFX/'],600,8,-1,0
['/p/BwGjhNLJwgl/'],23.2k,48,-1,0
['/p/Bv9ZrYZluuu/'],518k,689,-1,0
['/p/BwKf0ScAP4I/'],28.7k,243,-1,0
['/p/Bv__gPRlC7_/'],"4,678",17,-1,0
['/p/BwMsfHnpmeC/'],"3,416",71,-1,0
['/p/BwGg9ElA9Pt/'],299k,"1,030",-1,0
['/p/BwHvL5RHt8r/'],"1,742",20,-1,0
['/p/BwNl_tijGt8/'],29.3k,151,-1,0
['/p/BwNDXXTA84B/'],404,9,-1,0
['/p/BwDAvoGAyDG/'],"7,342",51,-1,0
['/p/BwO9nZNFqps/'],476,2,-1,0
['/p/BwAXbkCFhgH/'],60,3,-1,0
['/p/BwMVztqA1cf/'],252k,"1,952",-1,0
['/p/BwMWSF-FmfF/'],"1,549",32,-1,0
['/p/BwHdUgZlH_8/'],270k,"1,259",-1,1
['/p/BwMOCphnEgS/'],998,24,-1,0
['/p/BwBpWTeFy1t/'],"2,357",16,-1,0
['/p/BwK-FN-HpTY/'],846k,"2,223",-1,0
['/p/BwK2dlaB3ed/'],28.4k,304,-1,0
['/p/BwOcABQHWJk/'],"4,449",165,-1,0
['/p/BwMu7EwFb50/'],106,11,-1,0
['/p/BusbLgDgtFm/'],"1,986",20,-1,0
['/p/BwIaNAgD8cz/'],83.1k,"1,061",-1,0
['/p/BwPUqapBYid/'],47,0,-1,0
['/p/BwJTDSsgTt4/'],20.3k,89,-1,0
['/p/BwPKK_ClXBJ/'],849,81,-1,0
['/p/BwKU1YGlavV/'],204k,"2,196",-1,0
['/p/BwMyff5HWW2/'],22.2k,173,-1,0
['/p/BwKg-xpFYt4/'],19.2k,118,-1,0
['/p/BwJ-icLAad4/'],818,21,-1,0
['/p/BwO0j0snIxE/'],88,0,-1,0
['/p/BwH18MBHVoB/'],731,11,-1,0
['/p/BwOXd1SnyiU/'],"2,366",5,-1,0
['/p/BwFJThLAYT9/'],374,16,-1,0
['/p/BwOrsy5AG8b/'],680,17,-1,0
['/p/BwMKFV3jbSF/'],47.1k,205,-1,0
['/p/BwBiAzXnRb9/'],10.1k,34,-1,0
['/p/Bv_zPj3Hy9K/'],"4,424",31,-1,1
['/p/BwPErNRhFyX/'],947,5,-1,0
['/p/BwMjtDtA9zO/'],456,1,-1,0
['/p/BwEoa4HlXkY/'],41.2k,260,-1,0
['/p/BwORySzALx8/'],"1,029",3,-1,0
['/p/BwKOri2Fu_t/'],"3,033",43,-1,0
['/p/BwOeOlJFosp/'],"3,085",7,-1,0
['/p/BwPmF8tFOsE/'],32,1,-1,0
['/p/BwM2eUtA3D6/'],"2,876",18,-1,0
['/p/BwIsc8vniY_/'],26.7k,137,-1,0
['/p/BwGkKAzHW4P/'],"3,991",15,-1,0
['/p/BwLrvmxAyIc/'],576,13,-1,0
['/p/BwO1CTcnhdF/'],34,2,-1,0
['/p/Bv-31JTng_p/'],43.2k,254,-1,0
['/p/BwN5UpEB3kA/'],"7,885",68,-1,1
['/p/BwJcDY8H4cU/'],1m,"3,280",-1,0
['/p/BwPMY7gDofV/'],32.8k,257,-1,0
['/p/BwKBXB1HbY7/'],180,2,-1,0
['/p/BuFd_ZQgdeN/'],"3,975",53,-1,0
['/p/BwKcLZ-lG9e/'],54.2k,341,-1,0
['/p/BwEElBAFy-W/'],"1,429",17,-1,1
['/p/BwI_mF4pc88/'],205k,775,-1,0
['/p/BwKLJUPhozb/'],39.2k,156,-1,0
['/p/BwEjJPsJinr/'],"2,623",110,-1,0
['/p/BwDgQ1WloY3/'],22.2k,700,-1,1
['/p/BwB8d_NjGSp/'],221k,"1,280",-1,0
['/p/BwGgr0Jlqn8/'],41.2k,260,-1,0
['/p/BwPYSaVHHKD/'],16k,141,-1,0
['/p/Bv-HmajFggm/'],12.4k,161,-1,0
['/p/BwEI28tDqpc/'],"2,959",71,-1,1
['/p/BwHM2rYnRkX/'],"2,616",19,-1,0
['/p/Bv-AUb4Fpmg/'],"3,902",20,-1,1
['/p/BwL8vbQgkBN/'],"5,479",47,-1,0
['/p/Bulv0CoA5nV/'],"1,392",6,-1,0
['/p/BwKYi5JnKwx/'],11.9k,125,-1,0
['/p/BwPZjiYDKul/'],47,0,-1,0
['/p/BwMR6gpBphv/'],19.9k,107,-1,0
['/p/BwARJCtprzo/'],"1,746",34,-1,0
['/p/Bv_FivuDA4E/'],"6,629",54,-1,0
['/p/BwM2LZsnLUA/'],883,8,-1,0
['/p/BwJYdxjhQw3/'],726,21,-1,0
['/p/BwEhdLznTmj/'],211k,"3,208",-1,0
['/p/Bv_Hln6H2LV/'],25.6k,857,-1,1
['/p/BwMipifA3e0/'],"4,430",22,-1,0
['/p/BwEuO_6gXwW/'],"7,537",53,-1,1
['/p/BwNBcyAHwGa/'],"1,059",25,-1,0
['/p/BwO8KnQFxwu/'],89.6k,240,-1,0
['/p/BwH6s6TgQ2l/'],"1,721",91,-1,0
['/p/Budi9eqAivJ/'],496,18,-1,1
['/p/Bv_ZBiihJ8T/'],"3,058",17,-1,0
['/p/BwO7mbPHfr4/'],15.3k,251,-1,0
['/p/BwPf29MhL-V/'],400,15,-1,0
['/p/BwEvulWnoSs/'],81.5k,431,-1,0
['/p/BwKKfwJllv6/'],113k,519,-1,0
['/p/BwPg1utAmQE/'],"1,845",14,-1,0
['/p/BwNjo8DAPXU/'],234k,"1,801",-1,0
['/p/BwMyIjRgAP7/'],11.4k,27,-1,0
['/p/BwGDTpQlsRs/'],44.4k,210,-1,0
['/p/BwOMNU0nR0F/'],13.8k,78,-1,0
['/p/BwMjaUMlSt4/'],125k,777,-1,0
['/p/BwGr9nwBZT_/'],1m,"5,090",-1,0
['/p/BwE7-rKBVLa/'],22.2k,107,-1,0
['/p/BwE-zEIBKts/'],"1,473",4,-1,0
['/p/BwKs0JPDPel/'],23.6k,78,-1,0
['/p/BwOVxMUF5pp/'],534,2,-1,0
['/p/BwEFSkuhoSY/'],14.4k,328,-1,0
['/p/BwIqsCwg_U_/'],"2,285",61,-1,0
['/p/BwL1UTelKPA/'],"5,000",12,-1,0
['/p/BwN7YHwH5SE/'],"2,407",16,-1,0
['/p/BwKI7ZZDI8Q/'],19.8k,599,-1,0
['/p/BwMLWRhJ_RU/'],"1,418",6,-1,0
['/p/BwJbkG0Fqwt/'],"7,568",115,-1,0
['/p/BwPFT2bB-5h/'],"5,574",66,-1,0
['/p/BwGwJvmgSwY/'],"2,335",14,-1,0
['/p/BwPlkoKILB-/'],14.5k,35,-1,0
['/p/BwD7K6DgG1w/'],16.8k,96,-1,0
['/p/BwO4kSQBa7E/'],109,1,-1,0
['/p/BwMh__pAtc_/'],441,7,-1,0
['/p/BwO__GQFkcq/'],498,2,-1,0
['/p/Bv-A41tlp_C/'],13.4k,58,-1,0
['/p/BwNioO3H59D/'],451,10,-1,0
['/p/BwOle2WlppS/'],"1,139",43,-1,0
['/p/BwFSZTwBwpf/'],"1,202",10,-1,1
['/p/BwKQUutlF-w/'],"5,688",23,-1,0
['/p/Bv9Kz8FAQa6/'],"8,536",179,-1,0
['/p/BwOS1RgH45A/'],"5,351",26,-1,0
['/p/BwMTe24npzh/'],31.4k,142,-1,0
['/p/BwLJTLnlymc/'],225k,"2,282",-1,0
['/p/BwGcBOFgto5/'],588,10,-1,0
['/p/BwLdeJVJ4GM/'],"1,046",7,-1,0
['/p/BwNB_ROFyfe/'],13.3k,63,-1,0
['/p/BwNcwg7Dv5B/'],"1,732",4,-1,0
['/p/BwCpgoclPyP/'],662k,"1,510",-1,1
['/p/Bv__KD_Fr3S/'],"3,179",172,-1,0
['/p/BwGIAFYBvYI/'],143k,362,-1,0
['/p/BwE7Q8Vh5nr/'],"1,125",19,-1,0
['/p/BwHueR-gfG2/'],23.8k,513,-1,0
['/p/Bv91_IslcMO/'],101k,"1,269",-1,1
['/p/BvNsnQ5HjxL/'],"1,809",30,-1,0
['/p/BwE1TIjBB-L/'],"1,319",13,-1,0
['/p/BwLS5-lgiz9/'],88.4k,237,-1,0
['/p/BwGxPvXFElh/'],"7,152",18,-1,0
['/p/BwL3uZIlvow/'],"1,566",14,-1,0
['/p/BwIF8usgZDV/'],133k,"4,191",-1,0
['/p/BwKTgooHkLb/'],294k,"1,833",-1,0
['/p/BwPcgubH7s-/'],"1,839",20,-1,0
['/p/BwFyNGEj5x4/'],93.3k,"1,526",-1,0
['/p/BwNrSEEgoEH/'],21.1k,244,-1,0
['/p/BwH9rYGg7TU/'],88k,428,-1,0
['/p/BwFhAWQhxbb/'],15k,175,-1,0
['/p/BwDzTzhnQfE/'],14.6k,40,-1,0
['/p/BwNIgZSASaw/'],206k,683,-1,0
['/p/BwNVOMOgKFh/'],"3,368",35,-1,0
['/p/BwKUi0BDvYp/'],413k,"2,291",-1,0
['/p/BwHj1VCn4XL/'],"6,001",99,-1,0
['/p/BwGetbaHrot/'],134k,811,-1,0
['/p/BwN_6PklDd8/'],902,11,-1,0
['/p/BwD-nsUAzt9/'],"5,704",67,-1,0
['/p/BwNHMyAHN4d/'],65,36,-1,0
['/p/BwIvOnbFw8q/'],"2,613",35,-1,0
['/p/BwAX8B3BR5v/'],"8,779",185,-1,0
['/p/BwPEuGPAaia/'],316,6,-1,0
['/p/BwH2ANNgZ2Z/'],33k,"3,872",-1,0
['/p/BwMEogqlWBQ/'],"6,000",68,-1,0
['/p/BwNIIp5FL8y/'],"9,974",61,-1,0
['/p/BwNYYCIAnOo/'],59.6k,419,-1,0
['/p/BwCXs20hg54/'],13.9k,41,-1,0
['/p/BwHYSUMA1Cv/'],23.3k,379,-1,0
['/p/BwKGw76HT4k/'],271k,"1,280",-1,0
['/p/BwACMW5AXTF/'],339k,"4,283",-1,0
['/p/BwHoqTmD1d9/'],13.5k,124,-1,0
['/p/Bv_xs5KhHyE/'],18.5k,106,-1,0
['/p/Bv8Rpwnhwz4/'],664,13,-1,0
['/p/BwDhCC4gItW/'],733k,"1,544",-1,0
['/p/Bv2aSmlFznH/'],"1,223",7,-1,0
['/p/Bv7Pl60nUFN/'],"1,077",27,-1,1
['/p/BwAVAJGgqkN/'],"6,370",607,-1,0
['/p/BwMAvVEhnzv/'],51.5k,453,-1,0
['/p/BwPGotYF883/'],"1,043",20,-1,0
['/p/BwNRycOHjBi/'],1.4m,"5,779",-1,0
['/p/BwJODsjj_DW/'],"4,195",24,-1,0
['/p/BwIAGO4Fig_/'],822,10,-1,0
['/p/BwM2A6qn_4X/'],10.8k,60,-1,0
['/p/BwKNZV0g1h1/'],321,0,-1,0
['/p/BeotuY9ltix/'],86.1k,"1,669",-1,0
['/p/BwMtGdnH4yY/'],220,1,-1,0
['/p/BwPUJOTl_J9/'],68.6k,393,-1,0
['/p/BwH9z04hzw9/'],154,2,-1,0
['/p/BwEgmD1jhju/'],30.3k,299,-1,0
['/p/BwG1OK5Aiws/'],17.8k,220,-1,0
['/p/Bv_yGz9nWly/'],"9,638",68,-1,0
['/p/BwJ-A5QnXh_/'],548,35,-1,1
['/p/BwCT1OYn3OV/'],"4,044",20,-1,0
['/p/BwL90JMBmoD/'],"4,996",42,-1,0
['/p/BwND3I9HCfX/'],12k,48,-1,0
['/p/BwFIuqRn8hm/'],117k,856,-1,0
['/p/BwNdJBfHguP/'],121k,247,-1,0
['/p/BwD0ZinFFrl/'],406,16,-1,0
['/p/BwLss2enXiA/'],"4,734",18,-1,0
['/p/BwHxwSQlnzT/'],12k,89,-1,0
['/p/BwJ_qQrBQ7G/'],76.3k,423,-1,0
['/p/BwGcjX4n-T3/'],18.9k,161,-1,0
['/p/BwMo9tmFkbd/'],532,12,-1,0
['/p/BwJpcAiAJGt/'],"8,703",95,-1,0
['/p/BwA_bfenpvh/'],146k,627,-1,0
['/p/BwJNRG5A-Qj/'],"1,181",48,-1,0
['/p/Bv9rpD-D7Mz/'],"1,429",25,-1,0
['/p/BwM8ZpMAQ5c/'],"7,267",59,-1,0
['/p/BwCmuKvnpmt/'],"3,762",92,-1,1
['/p/BwOXVYJn8yM/'],34.1k,254,-1,0
['/p/BwPNkXwpMkQ/'],"8,920",99,-1,0
['/p/BwN6c3vJ1Lf/'],56.1k,357,-1,0
['/p/BwGN3dCAyvn/'],"4,217",49,-1,0
['/p/BwMIrJ2gwBR/'],49,2,-1,0
['/p/BwMbutSFwFc/'],41.2k,89,-1,0
['/p/BwH4DBzhc1x/'],"1,513",75,-1,0
['/p/BwDcFI5HHnE/'],"6,891",61,-1,0
['/p/Bv-Xw-zl_l2/'],"3,464",87,-1,0
['/p/BwBn1ugD0bc/'],"6,664",117,-1,0
['/p/BwKQr1xFsmi/'],"5,335",53,-1,1
['/p/BwOhS2PhMJf/'],"2,632",12,-1,0
['/p/BwMbi6RDl1g/'],"8,872",129,-1,0
['/p/BwMaBcNl8SO/'],14.3k,79,-1,0
['/p/Bv_2yu_gcZu/'],92.9k,466,-1,1
['/p/BwMIT7dBDF7/'],"1,166",4,-1,0
['/p/BwKZ5qKAo3Z/'],179k,773,-1,0
['/p/BwFKbDulWDk/'],"3,786",77,-1,0
['/p/BwMrjttpEl2/'],"3,823",14,-1,0
['/p/BwH5ZCdFlvm/'],"9,129",108,-1,0
['/p/Bv8y5zHh8dU/'],"9,313",138,-1,0
['/p/BwHj6TnHwmh/'],93.7k,"1,217",-1,0
['/p/BwOwWqEAFcK/'],"4,833",22,-1,0
['/p/BwG5927BfQ0/'],705k,"1,796",-1,0
['/p/BwMytvigs2Y/'],"3,613",20,-1,0
['/p/BwB9tUzhBGa/'],94.5k,435,-1,1
['/p/Bv9hneLnzmk/'],"5,379",97,-1,0
['/p/BwL4q_jgS0l/'],"4,066",23,-1,0
['/p/BwHaVU6gMG4/'],23.7k,173,-1,0
