['/p/BuLPHFkHUR9/'],68.3k,262,-1,"['#BJP', '#governance', '#SeoulPeacePrize', '#bjp', '#india', '#prize', '#korea', '#peace']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>PM <a class=""notranslate"" href=""/narendramodi/"">@narendramodi</a> was conferred <a href=""/explore/tags/seoulpeaceprize/"">#SeoulPeacePrize</a> in an award ceremony in recognition of his efforts in promoting global peace &amp; harmony through inclusive economic growth &amp; improving quality of life.<br/>.<br/>.<br/>.<br/><br/>Prime Minister dedicated this award to the people of India. PM decided to donate the prize money worth of Rs. 1 crore 30 lakh associated with this award for “Namami Gange” project. <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/prize/"">#prize</a> <a href=""/explore/tags/korea/"">#korea</a> <a href=""/explore/tags/peace/"">#peace</a></span></div>"
['/p/BuLK8Afnms1/'],23.9k,288,-1,"['#BJP', '#governance']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>India will stop it's share of water which flows to Pakistan.</span></div>"
['/p/BuKzipzHdSS/'],13367,52,51.3k,"['#BJP', '#governance']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>मुद्रा योजना के अंतर्गत बिना गारंटी लोन लेकर करोड़ों युवा अब नौकरी मांगने वाले नहीं नौकरी देने वाले बन रहे हैं...नामुमकिन अब मुमकिन है!</span></div>"
['/p/BuJb6J9H30K/'],14401,41,60.6k,"['#BJP', '#governance']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>पहली बार गरीब से गरीब को सस्ता बीमा और श्रमिकों को भी मिला पेंशन का लाभ... नामुमकिन अब मुमकिन है!</span></div>"
['/p/BuJGW2dHD4R/'],61.9k,879,-1,"['#BJP', '#governance', '#ModiOnceMore']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>Mood of the nation is <a href=""/explore/tags/modioncemore/"">#ModiOnceMore</a>. <br/>83.89% respondents of a mega online survey chose Shri <a class=""notranslate"" href=""/narendramodi/"">@narendramodi</a> as their first choice for Prime Minister of India.<br/><br/>Read original story at http://bit.ly/ModiOnceMore</span></div>"
['/p/BuIj5C5HL0x/'],13151,39,51.9k,"['#BJP', '#governance']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>आर्थिक आधार पर भी मिला आरक्षण... नामुमकिन अब मुमकिन है!</span></div>"
['/p/BuG8O1Cnfqt/'],15170,81,59.1k,"['#BJP', '#governance', '#bjp', '#india', '#election']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>दवा, इलाज, ऑपरेशन, अब सब सस्ते में निपट जाते हैं...नामुमकिन अब मुमकिन है! <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/election/"">#election</a></span></div>"
['/p/BuG7PPVnv5w/'],76031,1801,1.2m,"['#BJP', '#governance']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>In order to combat the menace of terrorism effectively, there is a need to put all possible pressure on countries that aid and abet terror in any form, destroy terror infrastructure &amp; punish them with their supporters: PM Narendra Modi in a Joint Statement with Saudi Crown Prince.</span></div>"
['/p/BuF6VPUn6Ee/'],19958,116,79.1k,"['#BJP', '#governance']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>गरीबी हटाओ के नारे सुनते-सुनते गरीबों की पीढ़ियां गुजर गयीं, पर सुचमुच गरीबों के लिए किसी सरकार ने काम किया है, तो वो है मोदी सरकार। आयुष्मान भारत योजना इसका जीवंत उदाहरण है। गरीबों के आशीर्वाद से 2019 में बनेगी, फिर एक बार मोदी सरकार।</span></div>"
['/p/BuF5dQInWhW/'],24206,104,115k,"['#BJP', '#governance', '#BharatKeMannKiBaat']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>जिसने दिया करोड़ों लोगों के सपनों को आकार, उम्मीद उसी से हो <br/>काम करें जो, उम्मीद उसी से हो... भाजपा संकल्प पत्र के लिए बताएं मोदी जी को अपने मन की बात<br/>➞ डायल करें 6357171717<br/><br/><a href=""/explore/tags/bharatkemannkibaat/"">#BharatKeMannKiBaat</a></span></div>"
['/p/BuDdbNHHHex/'],84.3k,198,-1,"['#BJP', '#governance', '#bjp', '#uttarpradesh', '#divyangans']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>PM <a class=""notranslate"" href=""/narendramodi/"">@narendramodi</a> interacting with Divyangans. <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/uttarpradesh/"">#uttarpradesh</a> <a href=""/explore/tags/divyangans/"">#divyangans</a></span></div>"
['/p/BuDSGaKnNBN/'],103612,706,440k,"['#BJP', '#governance', '#divyangs']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>PM <a class=""notranslate"" href=""/narendramodi/"">@narendramodi</a> was welcomed by Divyangs at Kashi. <a href=""/explore/tags/divyangs/"">#divyangs</a></span></div>"
['/p/BuB2p1fHrGE/'],73.5k,413,-1,"['#BJP', '#governance', '#NDAToWin45InMaha', '#bjp', '#india', '#election', '#vote', '#youth', '#maharashtra']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>लोकसभा चुनाव में भाजपा-शिवसेना का गठबंधन महाराष्ट्र में 48 सीटों में से 45 सीटों पर विजय प्राप्त करेगा - श्री अमित शाह <a href=""/explore/tags/ndatowin45inmaha/"">#NDAToWin45InMaha</a> <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/election/"">#election</a> <a href=""/explore/tags/vote/"">#vote</a> <a href=""/explore/tags/youth/"">#youth</a> <a href=""/explore/tags/maharashtra/"">#maharashtra</a></span></div>"
['/p/BuA8P_PHyrL/'],34.4k,263,-1,"['#BJP', '#governance', '#MeraParivarBhajapaParivar', '#bjp', '#india', '#election', '#vote']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>'Mera Parivar Bhajapa Parivar', a nation-wide campaign, 5 crore BJP workers and well wishers across the country will put up BJP's flag and stickers at their homes.<br/><br/>We urge you to show your support to this campaign. Share your moments with us using <a href=""/explore/tags/meraparivarbhajapaparivar/"">#MeraParivarBhajapaParivar</a>. <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/election/"">#election</a> <a href=""/explore/tags/vote/"">#vote</a></span></div>"
['/p/Bt8Chrxnwpy/'],55001,1551,703k,"['#BJP', '#governance', '#love']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>पुलवामा आतंकी हमले में जिन परिवारों ने अपने लाल को खोया है, उनकी पीड़ा में अनुभव कर रहा हूं। मैंने कल भी कहा था और आज भी दोहरा रहा हूं कि उनका बलिदान व्यर्थ नहीं जायेगा। इस हमले के जिम्मेदार आतंकी जितना भी छुपने की कोशिश कर लें, उन्हें सजा जरूर दी जाएगी: पीएम श्री नरेन्द्र मोदी</span></div>"
['/p/Bt6MAenHJPX/'],96.3k,951,-1,"['#BJP', '#governance', '#CRPFJawans']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>PM <a class=""notranslate"" href=""/narendramodi/"">@narendramodi</a> pays homage to <a href=""/explore/tags/crpfjawans/"">#CRPFJawans</a></span></div>"
['/p/Bt5k2QcHl4d/'],81417,1429,293k,"['#BJP', '#governance']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>पुलवामा के आतंकवादी हमले में शहीद हुए जवानों को शत्-शत् नमन...</span></div>"
['/p/Bt5f2qdHUAo/'],38974,1240,550k,"['#BJP', '#governance']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>हमारे पड़ोसी देश को ये लगता है कि वो ऐसी तबाही मचाकर भारत को बदहाल कर सकता है, तो वो ऐसा ख्वाब देखना छोड़ दे। उसके ये मंसूबे कभी पूरे नहीं होने वाले हैं। 130 करोड़ हिंदुस्तानी ऐसी हर साजिश, ऐसे हर हमले का मुंहतोड़ जवाब देंगे: प्रधानमंत्री श्री नरेन्द्र मोदी</span></div>"
['/p/Bt5d4dXno8-/'],19554,183,76.7k,"['#BJP', '#governance']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>पुलवामा जैसे हमलों का पूरा देश डटकर मुकाबला करेगा। मैं सभी वीर शहीदों की आत्मा को नमन करते हुए देश को यह विश्वास दिलाता हूं कि उनके सपनों को पूरा करने के लिए हम अपने जीवन का पल-पल खपा देंगे: प्रधानमंत्री श्री नरेन्द्र मोदी</span></div>"
['/p/Bt5Zpx3HtnC/'],43149,858,393k,"['#BJP', '#governance']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>हमारे सुरक्षा बलों को पूर्ण स्वतंत्रता दे दी गई है। मैं आतंकी संगठनों और उनके सरपरस्तों को कहना चाहता हूं कि वे बहुत बड़ी गलती कर चुके हैं। इस हमले के जो गुनहगार हैं, उन्हें इसकी सजा अवश्य मिलेगी: प्रधानमंत्री श्री नरेन्द्र मोदी</span></div>"
['/p/Bt3pWUTnpy_/'],48760,1674,517k,"['#BJP', '#governance']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>कश्मीर में पाकिस्तान द्वारा पोषित और संरक्षित आतंकी संगठन जैश-ए-मोहम्मद द्वारा CRPF के वीर जवानों पर किए गए कायरतापूर्ण आतंकी हमले की मैं भर्त्सना करता हूं। इस हमले का समुचित जवाब देने के लिए देश एकजुट है : गृह मंत्री श्री राजनाथ सिंह</span></div>"
['/p/Bt2l8lxHhya/'],29170,874,451k,"['#BJP', '#governance']","<div class=""C4VMK""><h3 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/rajkumariyadav266/"" title=""rajkumariyadav266"">rajkumariyadav266</a></h3><span>😂😂😂😂🤐🤐🤐🤐</span></div>"
['/p/Bt2kooyHZlj/'],11496,70,50.1k,"['#BJP', '#governance']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>Like a fish out of water, Rahul's fellow scamster, P Chidambaram suffers a meltdown when asked about his corruption cases.<br/><br/>Mr PC, thanks for clarifying that courts have final authority to decide corruption charges!<br/><br/>Now go tutor your master on SC dismissing false Rafale charges!</span></div>"
['/p/Bt0hzKPnu4r/'],43893,312,270k,"['#BJP', '#governance', '#bjp', '#india', '#parliament', '#india', '#namo', '#primeminister', '#vote', '#election', '#loksabha']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>पहली बार इस सदन में ही मुझे पता चला, गले मिलने और पड़ने में क्या फ़र्क़ होता है: पीएम नरेन्द्र मोदी <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/parliament/"">#parliament</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/namo/"">#namo</a> <a href=""/explore/tags/primeminister/"">#primeminister</a> <a href=""/explore/tags/vote/"">#vote</a> <a href=""/explore/tags/election/"">#election</a> <a href=""/explore/tags/loksabha/"">#loksabha</a></span></div>"
['/p/Bt0hcfNHtYd/'],43523,208,236k,"['#BJP', '#governance', '#bjp', '#namo', '#primeminister', '#parliament', '#india']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>हम कभी- कभी सुनते थे कि भूकंप आ रहा है लेकिन कभी भूकंप आया नहीं : पीएम नरेन्द्र मोदी <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/namo/"">#namo</a> <a href=""/explore/tags/primeminister/"">#primeminister</a> <a href=""/explore/tags/parliament/"">#parliament</a> <a href=""/explore/tags/india/"">#india</a></span></div>"
['/p/Bt0Y5bgH9lu/'],17690,103,46.9k,"['#BJP', '#governance', '#Kumbh2019', '#bjp', '#india', '#vote', '#election', '#wasteofindia']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>भाजपा राष्ट्रीय अध्यक्ष श्री अमित शाह प्रयागराज, कुम्भ में पवित्र स्नान कर पूजा-अर्चना करते हुए। <a href=""/explore/tags/kumbh2019/"">#Kumbh2019</a> <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/vote/"">#vote</a> <a href=""/explore/tags/election/"">#election</a></span></div>"
['/p/Bt0MYkcH8Lt/'],13737,40,45.9k,"['#BJP', '#governance', '#Kumbh2019', '#bjp', '#kumbh']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>भाजपा राष्ट्रीय अध्यक्ष श्री अमित शाह जी ने संगम नगरी प्रयागराज में दिव्य व भव्य कुम्भ में आध्यात्मिक गुरुओं व संतों के साथ पवित्र स्नान किया। <a href=""/explore/tags/kumbh2019/"">#Kumbh2019</a> <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/kumbh/"">#kumbh</a></span></div>"
['/p/Btz1nWnHq5Y/'],11778,50,38.8k,"['#BJP', '#governance', '#Modi4NewIndia']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>A passion to transform...‬ ‪A pro-active government...‬ ‪A futuristic approach...‬ ‪An unmatched vision...‬ ‪We have every reason to believe that PM narendra modi’s vision of a New India will indeed be a reality. <a href=""/explore/tags/modi4newindia/"">#Modi4NewIndia</a></span></div>"
['/p/Btz1c6aHoj3/'],15571,52,59.1k,"['#BJP', '#governance', '#Modi4NewIndia']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>The Modi Government pledged to work for the all-round progress of a New India in 2014. Here is how a New India is emerging on the path of development for all. <a href=""/explore/tags/modi4newindia/"">#Modi4NewIndia</a></span></div>"
['/p/Btzn1yKnMAP/'],65.5k,447,-1,"['#BJP', '#governance', '#BharatKeMannKiBaat', '#bjp', '#india', '#vote', '#manifesto', '#suggestions', '#election', '#primeminister', '#namo', '#modi']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>भाजपा संकल्प पत्र के लिए बताएं मोदी जी को अपने मन की बात ➞ डायल करें 6357 17 17 17 ➞ अपने सुझाव ऑनलाइन भेजें bjp.org/bkmkb2019 ➞ नमो ऐप nm4.in/dnldapp <br/><a href=""/explore/tags/bharatkemannkibaat/"">#BharatKeMannKiBaat</a> <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/vote/"">#vote</a> <a href=""/explore/tags/manifesto/"">#manifesto</a> <a href=""/explore/tags/suggestions/"">#suggestions</a> <a href=""/explore/tags/election/"">#election</a> <a href=""/explore/tags/primeminister/"">#primeminister</a> <a href=""/explore/tags/namo/"">#namo</a> <a href=""/explore/tags/modi/"">#modi</a></span></div>"
['/p/BtybcL3Hk5i/'],78.9k,519,-1,"['#BJP', '#governance', '#manoharparrikar', '#MeraParivarBhajapaParivar', '#bjp', '#india', '#vote', '#election', '#proud', '#parivar']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span><a href=""/explore/tags/manoharparrikar/"">#manoharparrikar</a> <a href=""/explore/tags/meraparivarbhajapaparivar/"">#MeraParivarBhajapaParivar</a> <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/vote/"">#vote</a> <a href=""/explore/tags/election/"">#election</a> <a href=""/explore/tags/proud/"">#proud</a> <a href=""/explore/tags/parivar/"">#parivar</a></span></div>"
['/p/BtyY7N7n3IE/'],12.6k,56,-1,"['#BJP', '#governance', '#bjp', '#india', '#election', '#primeminister', '#vote', '#2019']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>Recipe of Maha-Milawat. <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/election/"">#election</a> <a href=""/explore/tags/primeminister/"">#primeminister</a> <a href=""/explore/tags/vote/"">#vote</a> <a href=""/explore/tags/2019/"">#2019</a></span></div>"
['/p/BtyE5pTnjKH/'],34.9k,57,-1,"['#BJP', '#governance', '#bjp', '#india', '#bharatkemannkibaat', '#gujarat', '#godhra', '#suggestions', '#election', '#vote', '#2019', '#pulwamaencounter']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>BJP National President Shri Amit Shah doing Jan Sampark and gathering feedbacks under 'Bharat Ke Mann ki Baat - Modi ke Saath' campaign in Godhra, Gujarat. <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/bharatkemannkibaat/"">#bharatkemannkibaat</a> <a href=""/explore/tags/gujarat/"">#gujarat</a> <a href=""/explore/tags/godhra/"">#godhra</a> <a href=""/explore/tags/suggestions/"">#suggestions</a> <a href=""/explore/tags/election/"">#election</a> <a href=""/explore/tags/vote/"">#vote</a> <a href=""/explore/tags/2019/"">#2019</a></span></div>"
['/p/BtyBw5SnwKo/'],19768,92,77k,"['#BJP', '#governance', '#rafale', '#bjp', '#india', '#parliament', '#vote', '#election', '#primeminister', '#homeminister', '#namo']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>राफेल पर संसद में चर्चा हो चुकी है। SC ने भी इस संबंध में फैसला दे दिया है। यह कैसी विडंबना है कि नेता प्रतिपक्ष असत्य बोलकर उसे सत्य साबित करने की कोशिश कर रहे हैं। स्वस्थ लोकतंत्र में अगर किसी को राजनीति करनी है, तो जनता की आंख में धूल झोंककर नहीं करनी चाहिएः श्री राजनाथ सिंह <a href=""/explore/tags/rafale/"">#rafale</a> <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/parliament/"">#parliament</a> <a href=""/explore/tags/vote/"">#vote</a> <a href=""/explore/tags/election/"">#election</a> <a href=""/explore/tags/primeminister/"">#primeminister</a> <a href=""/explore/tags/homeminister/"">#homeminister</a> <a href=""/explore/tags/namo/"">#namo</a></span></div>"
['/p/BtxhDuVHZWc/'],12773,50,48.7k,"['#BJP', '#governance', '#BudgetForNewIndia']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>Ques: My annual earning is around Rs. 9.75 lakh. But Interim Budget only gave zero tax benefit to the individuals earning up to Rs. 5 Lakh. <br/>Ans: Don’t be disappointed. Watch how you can avail this benefit too…This budget has so much in store for everyone. <a href=""/explore/tags/budgetfornewindia/"">#BudgetForNewIndia</a></span></div>"
['/p/BtxRegin53N/'],39.5k,174,-1,"['#BJP', '#governance', '#MeraParivarBhajapaParivar', '#MeraParivarBhajapaParivar', '#bjp', '#india', '#namo', '#election', '#loksabha']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>भाजपा राष्ट्रीय अध्यक्ष श्री अमित शाह ने अहमदाबाद में अपने निजी आवास पर भाजपा का झंडा लगाकर <a href=""/explore/tags/meraparivarbhajapaparivar/"">#MeraParivarBhajapaParivar</a> अभियान की औपचारिक शुरुआत की। आप भी <a href=""/explore/tags/meraparivarbhajapaparivar/"">#MeraParivarBhajapaParivar</a> हैशटैग के साथ सोशल मीडिया पर अपनी फोटो साझा करें। <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/namo/"">#namo</a> <a href=""/explore/tags/election/"">#election</a> <a href=""/explore/tags/loksabha/"">#loksabha</a></span></div>"
['/p/BtxERFQHGZy/'],17.7k,26,-1,"['#BJP', '#governance', '#BharatKeMannKiBaat', '#bjp', '#india', '#election', '#loksabha', '#2019', '#manifesto', '#suggestions', '#namoapp', '#call']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>जिसने महिलाओं को आगे बढ़ने का विश्वास दिया, उम्मीद उसी से हो! भाजपा संकल्प पत्र के लिए बताएं मोदी जी को अपने मन की बात<br/>➞ डायल करें 6357171717<br/>➞ अपने सुझाव ऑनलाइन भेजें bjp.org/bkmkb2019 ➞ नमो ऐप पर अपने सुझाव भेजें nm4.in/dnldapp<br/><br/><a href=""/explore/tags/bharatkemannkibaat/"">#BharatKeMannKiBaat</a> <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/election/"">#election</a> <a href=""/explore/tags/loksabha/"">#loksabha</a> <a href=""/explore/tags/2019/"">#2019</a> <a href=""/explore/tags/manifesto/"">#manifesto</a> <a href=""/explore/tags/suggestions/"">#suggestions</a> <a href=""/explore/tags/namoapp/"">#namoapp</a> <a href=""/explore/tags/call/"">#call</a></span></div>"
['/p/BtvtltrHKjD/'],73.6k,399,-1,"['#BJP', '#governance', '#bjp', '#india', '#vote', '#election', '#school', '#children', '#meal', '#food', '#girl', '#boy']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>पोषित और स्वस्थ बचपन ही शक्तिशाली भारत की नींव है। <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/vote/"">#vote</a> <a href=""/explore/tags/election/"">#election</a> <a href=""/explore/tags/school/"">#school</a> <a href=""/explore/tags/children/"">#children</a> <a href=""/explore/tags/meal/"">#meal</a> <a href=""/explore/tags/food/"">#food</a> <a href=""/explore/tags/girl/"">#girl</a> <a href=""/explore/tags/boy/"">#boy</a></span></div>"
['/p/BtvYg9_HI5l/'],22446,247,51k,"['#BJP', '#governance', '#MeraParivarBhajapaParivar', '#bjp', '#india', '#election', '#vote', '#2019']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>12 फरवरी से शुरू हो रहे 'मेरा परिवार भाजपा परिवार' अभियान के अंतर्गत अपने घर पर भाजपा का झंडा और स्टीकर लगाकर, 2019 में फिर से भाजपा सरकार बनाने के लिए मोदी जी के साथ मजबूती से खड़े हों। <a href=""/explore/tags/meraparivarbhajapaparivar/"">#MeraParivarBhajapaParivar</a> हैशटैग के साथ अपनी फोटो साझा करें : श्री अमित शाह <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/election/"">#election</a> <a href=""/explore/tags/vote/"">#vote</a> <a href=""/explore/tags/2019/"">#2019</a></span></div>"
['/p/BtvFyWXnG_c/'],53795,540,170k,"['#BJP', '#governance', '#Vrindavan', '#bjp', '#india', '#election', '#vote', '#2019', '#food', '#lunch', '#children']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>PM <a class=""notranslate"" href=""/narendramodi/"">@narendramodi</a> serves 3 billionth meal to children in <a href=""/explore/tags/vrindavan/"">#Vrindavan</a> <a href=""/explore/tags/bjp/"">#bjp</a> <a href=""/explore/tags/india/"">#india</a> <a href=""/explore/tags/election/"">#election</a> <a href=""/explore/tags/vote/"">#vote</a> <a href=""/explore/tags/2019/"">#2019</a> <a href=""/explore/tags/food/"">#food</a> <a href=""/explore/tags/lunch/"">#lunch</a> <a href=""/explore/tags/children/"">#children</a></span></div>"
['/p/BtuuzzhHAJw/'],20503,152,75.7k,"['#BJP', '#governance']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>Watch this beautiful rendition! 'Vande Mataram | New India One India' <br/>Courtesy: One India Foundation</span></div>"
['/p/BtuusfDHwFV/'],18115,734,433k,"['#BJP', '#governance', '#KejriwalMakingFakeCalls']","<div class=""C4VMK""><h2 class=""_6lAjh""><a class=""FPmhX notranslate TlrDj"" href=""/bjp4india/"" title=""bjp4india"">bjp4india</a></h2><span>This call was recorded by one of our well wishers. Several people in Delhi have received such misleading calls. <br/>EC must take note of this gross violation by AAP and Shri Arvind Kejriwal. <br/>If anyone of you have also received such calls, do write in. <a href=""/explore/tags/kejriwalmakingfakecalls/"">#KejriwalMakingFakeCalls</a></span></div>"
